feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,default
0.8594765640717257,-0.20794503986936236,-0.9294264515970176,0.4985802873377388,-1.8456430378381767,2.0122995698924226,-0.3703272046277855,-2.1324980128314333,-1.5984326093224712,2.1155841132689392,0.5969784845176466,-0.571162340536622,-0.7145808533913596,0.3847480090442101,-1.2217053073538715,0.709454760351788,-0.33387981791776505,-1.2690791618744304,-0.3078870917595905,-0.8163822428781412,-0.27013594363326743,0.19635385847435216,0.21158172058216593,0.32376096903805607,-0.6833833673222152,2.721674359209123,-3.5651891816761623,0.036587776977691736,-1.5256869725039608,-0.32222262284274006,-0.28894622612912907,-2.0709778199872613,1.1039092457641102,-0.41045655616390175,4.586370404829517,1.1454576052410583,2.0059866589815134,0.1635298911642886,-1.0066158153146156,-0.7379537468919249,0.03510618119132767,-1.324453472300461,-4.013386615913973,-0.7543261487388515,-2.1324980128314333,-1.0665577943773532,-1.3867437625214998,2.0122995698924226,1.0036613751407235,0.4851642963798639,0
1.460758722962816,-2.0786199578166578,1.3050953544131965,-0.3465566618412022,-0.10447548625823018,1.9510416877121353,0.8873659878306145,0.4313084687632578,-0.11797531558645255,-0.2890023199154109,0.011324993184584355,-0.8150708147317868,1.6440626473911828,1.1840575796446913,0.5137746240700962,0.6340472805085712,-0.6150818497500983,-2.297183103136084,1.6408857106464219,-2.391104134582046,-0.10097501772232385,-1.42325209668271,-0.9241992911298281,-0.4526738423982902,0.9291504530165153,-0.3835472462303233,1.9267176934998902,-0.610500627428912,-0.48744660920223115,0.03674538570905931,0.7687897410246034,0.2206263191842644,1.1085204799670842,0.2545465636530741,0.019255213651607983,-0.533783534916623,-0.3308032084217827,0.3130318994945775,0.978340532385784,-0.9613491187481517,-1.6426752479556728,0.4027455914908742,1.631080397207198,-1.7842093297699793,0.4313084687632578,-1.3289036742344449,-1.7204065136260658,1.9510416877121353,1.7425140973549518,-0.45233593440100056,0
0.589070326036107,0.9424652340664608,0.6264342168091996,0.5080039813149663,0.6351693437629331,2.1020561879584894,-1.7753378370855573,-0.8241319120385185,-1.0170179658205771,0.47451712522925543,-0.26557977915697234,-0.8588937401141226,-1.5872701956647668,0.585229345153878,-1.3699489724089513,0.5355591522806132,0.06529211000697276,0.2917853637683997,1.4811571809597415,-0.4545254311720918,-0.43658563526428573,1.3389806769017278,-0.2207522728996568,-0.8962487042057776,0.9687241672080849,0.29697158640402654,-0.26836404508239503,-2.0834335632938674,-1.7772555747550796,1.6490994909704642,-0.7532950969462773,-0.9395908985651674,-0.4051572513740203,0.8580223312736379,1.765300573783715,-0.5894219194281448,-1.658051641543765,0.10455619898920565,1.5043793833019021,2.0953702248779296,0.5133328255301731,-0.5056777956861361,0.06017283193392291,1.4646750757624105,-0.8241319120385185,0.1617953796052929,2.130947263485018,2.1020561879584894,-0.8362194177682033,0.4168143821693378,0
0.06158325411743531,-0.36470168324080987,-0.03440699923509022,0.43365436911862265,-1.5051556763882499,2.48119927193062,-0.8686524896919299,-0.11938478658003926,1.009232810160624,-0.8773844089305664,0.49780882453727066,-1.760573432785017,0.5149274643917399,-2.1845424990001123,-0.493938156414676,-0.23062636938173964,-0.6312335775364989,1.9210091020457987,-1.6655861073168639,1.0080467275442202,-0.4309450964998713,-2.1096411976941356,-0.010199516416853948,-0.8286431481571188,-1.6638809829180357,-1.1418734757485467,2.4212749014650083,-0.32078882974947687,-0.3344578030070112,1.3438012085188575,-0.47162039421139956,0.30495042604654193,-1.1090407531464246,1.379993888416755,0.24630377668407166,1.0538090719890993,1.352878636042573,0.44376227214727965,0.720913953501962,-0.9182132383213484,1.423508951146257,-1.3589842708419124,0.8090868155196002,0.7619299287904678,-0.11938478658003926,-2.976867352495389,0.8674299249336008,2.48119927193062,-1.1036757102468377,0.8247569132335648,0
0.31413291267378995,-1.421563394148273,0.1597320978318545,0.908004252284887,-0.07307893361264121,2.5107597779795423,0.9526487892464686,-2.904162203575562,-0.18254883739402186,2.9039489881486125,3.3792996297857876,1.3340184266107544,0.28474310255258,-0.4107898145377347,-0.09892954574439071,1.6712515528681373,0.7843890225340517,-0.6596790145993494,-0.4040052466295128,-0.4757002118628468,0.6366847211145641,-1.1333333093202849,0.6402194523887226,0.4388308146117226,-0.7401454463032426,1.6837174082839284,-5.15606150562794,0.3562725447221407,-2.691959665631899,-0.9997505646074322,-0.7577018679472518,-0.7012066449088264,-0.7665540922402323,0.4447228339327184,6.043099779623391,-0.37902246717905075,0.3777380002316952,-0.6563565321055458,0.40695072070616467,-2.2022454438474792,1.2996975548378984,-1.6121794461486791,-5.686466171895035,1.3643539322187277,-2.904162203575562,-1.0055816593819957,-0.01570548016300691,2.5107597779795423,0.14175584237616365,0.755878606891843,0
0.8091377602578854,0.22749247126580488,-1.2215867446094122,-1.681243963526594,2.129171776127358,0.3967498174820386,-0.8134008212168734,0.40794030404213366,-1.0599564669074104,-1.0683389468982851,0.9858000431760766,1.793430467927274,0.23798401411263292,-0.29373489813981324,-0.8541726820904524,1.9064544333389348,-1.141925488810023,0.599693125731642,-0.7148815286216025,-3.2425607981602442,1.4648735945043698,1.421851131162885,0.6679907452373091,0.85907168342981,-1.4865482752793107,2.5343258820951764,-0.5983819036783714,-0.3109963183317009,0.13723529232839055,-2.5752007196636924,-0.550346408116596,-0.07630740881587403,0.8953713432254365,0.5481281239415744,0.7397602110917147,-0.8708406048140652,0.4793997661159969,-1.1170903273979564,-0.9457882175229633,0.31196474227243576,0.349433971265354,-0.539344513463757,0.4549187917771268,2.0192917348505213,0.40794030404213366,0.46552611929358734,-1.4567968383119285,0.3967498174820386,-0.28079874888325074,-0.9752951766225936,1
0.017080079361602822,0.931873107640177,0.8681676752704076,1.2262168421527526,1.0822665454955938,3.922698938946891,-0.41161183921697014,-2.6500623358696185,1.0946055725095571,-0.22130262926972333,-0.40249244154015795,0.38182845854866326,-1.0507947104723812,-0.594199355702585,-1.6675714331670284,-0.8701671317129611,-1.5782538812075781,0.15744388184745728,1.2872882067666245,-0.08139272729354487,-0.1639328628551844,-0.294298446452186,0.37203385553066953,-1.6674846152126392,0.5321181377976975,-0.12827918961260099,2.084145901808199,-0.5331129480106392,-0.958401040373677,-0.32997398819912827,0.13341322976725434,-0.7050149525503093,0.5423591831625139,0.3795068674601504,1.3698888312531308,3.0387916438012272,2.1934906115186728,-0.12405623898980885,1.7962281521756212,0.6921542474239643,-0.7157840877274947,0.8261756424388551,0.35668912215358844,-1.2622703816647427,-2.6500623358696185,-2.845663730887149,1.4142510474516083,3.922698938946891,0.32672530530554,-0.849190480914083,1
-0.8870214734039458,-0.14588853073993685,0.5270107523250708,0.03375057323989721,0.3450070565659964,2.1426030016427124,1.9708899804765954,-2.807894952413859,0.9162003196029748,-2.233960515789158,-0.18403133880683265,0.3780707279160204,0.5009044403946973,0.37992706208746174,0.1713597270816075,-0.5928938962152835,0.6186968088424004,-0.6923541396886613,0.20187310938548678,0.6607065289914582,0.5716439541915844,-0.28654616683225576,-0.2358435841455215,-3.6895825661063,0.6247923221172114,-3.616673136058896,2.7014695203205434,2.1033133474052867,-0.8602377319360687,-0.2617503527232226,-0.6933145738483338,0.3110438756565005,0.6071939354920571,1.485708055998642,0.09209095609741658,-0.4582414668704291,2.7668265568652513,0.1418878835769742,1.114475626668042,0.3459382713463753,-0.885470850268945,0.6299089301399383,-1.0870996928279184,0.6127185307191383,-2.807894952413859,-3.2970025361696536,-1.4006088863937962,2.1426030016427124,0.6222277089931468,-1.6344092141322608,0
0.20646178901871276,0.04745324718149761,0.27141922643509137,0.393812345262342,0.5558364339028887,0.4638465623777388,0.1724570879954699,-3.6790901465713777,-1.6062898683894609,0.7955789464729088,-0.29357466294638634,-0.5840714664291576,-0.15792651343746708,-0.650671173532923,0.711598697884713,1.5615785847595887,-0.7890991029213267,-0.042916151185462166,0.4442002669060605,-0.33231653190062627,0.1808351560173152,0.6051105367599536,1.5908017034314912,-1.3795930261265805,-1.4927710139869812,-1.4463589781141353,1.1300691327958505,0.9354726753761979,0.6470493161116596,1.1619420300919203,-1.7657474463527951,0.7439583767968776,0.07623679704310357,0.9089083818683281,-0.8961838552395274,-0.8956662306165551,2.59469044508393,0.17780286318156008,1.6816268526063933,0.18306253128742855,0.9401648888161787,-0.5235230266777868,-0.6062563621031573,-0.8473170336460387,-3.6790901465713777,-0.9738665438112633,-0.5904090636998485,0.4638465623777388,-0.8952894900828593,-0.12954614192064293,0
0.819624145522336,-1.1876975567106616,0.7101438100423938,0.47056470874108997,1.1023733771545299,-3.6264120658899115,-0.4041720239044692,1.5011310421667148,1.1633681258042374,-1.2226813157958327,-0.867039487368843,-1.5892421858782424,-0.3337243520501554,-0.5394491793453408,-1.5453277072953113,0.43824108003421736,-0.5521930140233653,0.2284639507139079,-0.7996888994860661,-1.589065292319613,-0.7192046520931494,0.8295520164143914,0.6245567232493733,2.165813843281995,0.31118661023057376,2.565449818317226,-1.6825154968125757,-0.11278679907953412,2.0207688457879542,-1.2475973419421713,-1.0180396446018511,-1.8584624442716153,-0.2577848853615083,-0.40000114517021107,-1.744732441823904,0.9127799343822621,0.02478443067400895,0.7550453656952276,-2.267556216081116,0.33842628648303186,0.8180121185554117,0.23862685307298262,0.5678357664049091,0.02546801342682486,1.5011310421667148,3.058570870379244,-1.0677714662537394,-3.6264120658899115,1.4532093031819002,-0.07122845405291606,1
